entity,attribute,answer
上新庄温泉,地貌,群山耸立，峡谷绵长
北京西站地区管理委员会,直属单位,北京市人民政府
种啥得啥,首播,2004年6月cctv8
和谐号crh380a型电力动车组,投入运营,2010年9月30日
清华同方超扬n499,处理器品牌,intel（英特尔）
pilotace,运行时间,1950年5月
2009年,生肖,牛
东风4ck型内燃机车,持续速度,70km/h
创伤、暴力与虐待,oclc,39928233
佛山大酒店,建筑用途,酒店
中嘉早32号,作物类别,早籼稻
铁人电气,致力,电气化铁道建设
绿皮车,名称来源,墨绿色外表
雁形产业发展形态说,阶段,四个阶段
荷兰皇家壳牌石油公司,首席执行官,benvanbeurden
征艳江湖,改名,《征战江湖》
蒙金之战,结果,蒙古灭金
诸葛亮,其他亲属,从父：诸葛玄堂弟：诸葛诞长孙：诸葛尚次孙：诸葛京
蒋孝严,父亲,蒋经国
玉米秸秆粉碎机,特点1,结构合理、移动方便
牡丹江市龙源电力设备有限公司,主要生产,空气净化设备
许昌奥森制药有限公司,技术人员,27人
阜陆县,废除时间,建国元年(9)
acorideasyconnectec218,外观尺寸,43*440*250mm
黄石东站,车站功能,货运站（原先属于客货两用站）
330i,车型,中型车
斯托克斯定律,推荐,五星
中兴flame,外观设计,直板
真假操控师,稀有度,★★★★
天水中心客运站,开始日期,2010年10月31日
法国左翼阵线,联盟,法国共产党
张凯丰,祖籍,广东汕头
上海市文化广播影视管理局,组织上级机构,上海市人民政府
矑,部首,目
2041年4月30日日食,影子直径,72公里
2te70型柴油机车,机车高度,"4,975毫米"
桐柏县产业集聚区,总规划面积,7.9平方公里
印度易瑞沙,通用名,吉非替尼片
联想v806,网络连接,gprs
袁一宽,法号,智宽
清池街道办事处,户口,1.77万
数字铁路网,指导单位,平台中华人民共和国铁道部
管萼山豆根（原变种）,药用价值,根药用，利咽喉，治腹痛、腹胀
草本瘦胶囊,适宜人群,腰腹肥胖
南区,• 下辖行政区,14洞
东亚,经度,73°e~150°e
波丽安娜假说,又译,波里安娜假说，乐观向上假说
说傻话,作词,夏木
低醇葡萄酒,酒精度,1.0%-7.0%（
唐韵开园,周边配套,学校、医院、银座、政府
四川师范大学公益教育协会,现任会长,蒲晓丽
朱棣,逝世地点,榆木川
华为c7188,外形颜色,银灰
大显n850,支持语言,简体中文、英文
偷挽葱,流行于,台湾
红色警戒3世界大战,真名,轴心国与同盟国
欧萨,证券代码,430319
长江证券,注册地,武汉
米洛斯·福曼,最佳导演,最佳导演1975年《飞越疯人院》1984年《莫扎特传》
杭州宇捷运输有限公司,主要市场,大陆
总裁强制爱,签约网站,小说阅读网
李保海,毕业,山东大学
贵金属电镀整流机,输出电压,0-额定值（平滑连续可调）
安卓加密,软件格式,apk
邻氨基苯甲腈,分子量,118.1359
肽酒,专利号,2.0081E+11
刘派,剧种,京剧
北京地铁八通线,动力方式,dc750v，第三轨
白山水库,最大库容,64.1亿立方米
明基tx501,投影机特性,互动
乔治一世,王室,汉诺威王室
召唤全面战争,作者其他作品,《暗黑裁决者》…
全球盛典,授权,上海世博会事务协调局
巨型土壤动物,实例,鼹、姬鼠、兔、穴兔、地鼠
青稞-藏青311,原代号,900311
西华村,水田,4224亩
斯图加特足球俱乐部,球衣广告,enbw
神舟精盾k480a-i3d2,三级缓存,3072
2012第十三届华北春季糖酒副食交易会,展会日期,2012-4-7--2012-4-8
恩比贝克飞虹汽车零部件（四川）有限公司,项目总投资,8.1亿元人民币
河南省中州胶带股份有限公司,公司前身,焦作市橡胶三厂
古巴国家足球队,fifa代码,cub
iwigalilace突击步枪,枪管,1根，枪口装上消焰器（英语：flashsuppressor）5.56×45毫米北约口径：标准膛线缠距为1：7，膛线6条，右旋[4][7]7.62×39毫米苏联口径：标准膛线缠距为1：9.5，膛线4条，右旋[5]7.62×51毫米北约口径：标准膛线缠距为1：12，膛线4条，右旋[6]
香港岛专线小巴51线,替代路线,无
东远vg58a显卡水冷头,主要性能,配合东远相应套装使用
陕西行政学院,专职教师,200余人
jncie-sec,推出公司,美国juniper网络公司
秋菊图,画家,李流芳
钻石pb50-v3,内存描述,3dimm，支持pc-100andandecc
值班药房的故事,imdb链接,tt0098794
基金汉盛,基金类型,契约型封闭式
佳禾11,育成年份,2002年
王菲2012巡唱·合肥站,表演者,王菲
优酷网,alexa排名,世界：69 中国大陆：14
邦康,country,缅甸
域陀·费沙,2012–,47
超微sc417e16-r1400ub,适用主板,3.68英寸x13英寸e-atx，atx
高碘酸,危险性符号,r8 r34
爱妃别离开朕,其他作品,《假如可以爱下去》
幸福最晴天,拍摄时间,2010年4月-7月23日
新疆天恒基建筑工程有限公司,企业法人,陈德林
豫新2号,栽培要点,河南省8月中旬高垄直播
莱茵-普法尔茨县,所属联邦州,莱茵兰-普法尔茨州
洋基体育场,建筑费,16亿美元[1]
豪斯医生,集数,180集（8季已完结）
万和dszf100-f4,水温调节,30-75℃
钱仓京城城隍庙,原址,钱仓镇中街
2012年伦敦奥运会,开幕时间,2012年7月27日
王诩,享年,80岁
中山贷款网,发展理念,立足中山本地简约而不简单
skf2*7230bcbm轴承,厚度,90mm
夏普4128nc,最大原稿尺寸,a3
印度共产党,书记,a.b.bardhan
nexus7,相机,120万像素(前置)
扬智科技,结算期,每年12月31日
麦克·希金斯,选区,galwaywest
u-kiss,已离开成员,亚历山大(알렉산더)起范(김기범)东澔(신동호)
弗雷德里克斯堡,人口（2000年）,"8,911"
尖沙咀天星码头公共运输交汇处,总站附近,梳士巴利道
海口市新型农村合作医疗实施办法,颁发时间,二○一一年十月二十四日
爱情的好处,作曲,陈伟
孤岛电网,基本特点,电压和频率的波动范围较大
厦门鼓浪屿馅饼,始创,1940年
cpo,中文,捷克爱乐乐团
skf2205k+h305轴承,外径d(mm),52
中国无线电协会业余无线电工作委员会,所属组织,中国无线电协会
getfocus,函数原型,hwndgetfocus(void)
4-正戊基吡啶,smiles,cccccc1ccncc1
马尔维纳斯群岛,坐标,南纬51°40′—53°00′西经57°40′—62°00′
伯尔兹,人口（2004）,"127,600"
做得好做得妙,播放时间,2009年3月14日－2009年8月2日
教育独立论,发起时间,“五四”之前
广西大学政治学院,上级机关,广西大学
乙巳之变,参与者,苏我石川麻吕、轻皇子等
多普达838t-mobile,产品天线,内置
丁姬,墓葬,刘康园陵
山药,体征,缠绕草质藤本
新奥尔良,人口（2013年）,"378,715"
京藏高速公路,中华人民共和国高速公路中国国家高速公路网,中华人民共和国高速公路中国国家高速公路网
斐迪南·福煦,职位,法国陆军统帅
东晖花苑,参考均价,28240元/平米
成昆,师父,空见神僧
2012会计从业资格无纸化考试-会计基础考点精讲及归类题库,版本,2012
梓匠,代指,木工与匠人
张长志,导师,中国美术家协会主席刘大为
回不到从前,和声,梦然
好好玩泡泡卡：拼音大接龙,印次,1
纽动指环虫,国内分布,黑龙江
尼贝尔雷特,准备时间,两个星期
谷客6846摄像头,色彩位数,24位
鲁伯·海格,血统,混血半巨人
私厨,涵义,专为私人做饭菜的厨房或个人
灵刻,发行周期,月刊
永康传媒,舞台剧,：话剧、歌舞剧、情景剧
三星galaxyace,连接能力,3.5 mmjackbluetoothv2.1(v3ins5830i)witha2dpdlnastereofmradiowithrdsmicro-usb2.0wi-fi802.11b/g/n
卡痛,原产,东南亚的印度和马来西亚
伊赛斯wrath雷霆,产品阻抗,32欧姆
冷战热斗,游戏时间,约180分钟
亚甲基蓝,危险品运输编号,un19933/pg3
蓝宝石radeonx700-agp黄金版(128mb),显卡属性,普通显卡
基因地理工程,耗资,4000万美元
波纹管调节阀,公称压力,pn1.6、2.5、4.0、6.4mpa
2012中国糖酒食品博览会,展会行业,食品饮品
qt,预览版本,5.4rc[2]（2014年11月27日，2个月前）
手机少女,自动模式,无
6月6日,前一天,6月5日
6月6日,后一天,6月7日
6月6日,出生名人,文天祥
劳动地租,经济类型,领主制经济
netgearjfs524,接口介质,双绞线
航嘉冰146,轴承类型,超合金轴承[1]
海尔le42h310,产品功耗,110w
疯狂大脚车世界巡回赛,发售时间,2006年
正义联盟,主要成员,超人、蝙蝠侠、神奇女侠 等
山东省现代国际文化研究发展中心,形象,理念文化、行为文化、环境文化
泪道,资料,系统解剖学
大卫·葛芬,净资产,▲56亿美元[1]
梅县机场,icao代码,zgmx
灰口,路线,公交集团线路(601-899路)
6月6日,逝世名人,黄自
悍马hx,汽车驱动方式,前置引擎/四轮驱动
欩,总笔画数,9笔
台北工厂ⅱ,完成时间,2014年(5月21日)
茅山镇妖塔,相关名词,闯关游戏
天女花,果期,9-10月
苏联红军,存在时间,1917年-1946年
南条sa,上行营业时间,24小时
长虹lt42810du,响应时间,4ms
春天的秘密,种类,中文儿歌
图蓬加托河,河流面积,"1,858平方公里"
奤,笔划,12
mandina河旅馆,房间,4
木万弗黎酸苔,稀有程度,common
福建求拓律师事务所,主要领域,刑事辩护、合同纠纷
宁波绕城高速公路,最近通车日期,2011年12月28日
国家汉语国际推广领导小组办公室,业务上级机构,国家汉语国际推广领导小组
联创df-ht8301p,采暖面积,：13-20平方米
国家能源大电网技术研发中心,依托单位,南方电网科学研究院
梦影视,提供服务,免费高清电影在线观看下载
机动车维修技术负责人岗位技能训练,上架时间,：2006-12-22
安吉尔t902t净水器,水箱容积,15l
安平县王宇织网厂,厂家,大型丝网
李永康,配偶,黄国庆
6月6日,全年位置,是公历一年中的第157天（闰年第158天）
东海站,车站站舍,车站站舍
星野光,生日,7月30日
鹧鸪天·黄菊枝头生晓寒,词牌名,鹧鸪天[8]
金珍洙,场上位置,后卫
安可达ak-ch2372,图象分辨率,512(h)×582(v)
羌雕,建造,羌碉的建造在选址、取水、结构等方面极具安全性和实用性
babesintoyland,鼓手,劳丽·巴勃罗
巴利阿里海,南北宽,200千米
高尔夫1.6手动舒适型,长度(mm),4199
mbt2000式主战坦克,发动机功率,1200马力
服务呼叫器,应用行业,中西餐厅、洗浴中心
我们没有翅膀,画面尺寸,800x600
护良亲王,正室,北畠亲房女
南条sa,下行营业时间,24小时
陇南都市网,注册会员,有5300人，
迷失之牙,物理攻击,6
富士见野市,日文名称,ふじみ野市
微软pinkkinone,手机尺寸,102×50×13.6mm
沈阳巨农合美饲料有限公司,下属,北京合美集团
仙女木（原变种）,参考资料,中国植物物种信息数据库
宜香527,亲本来源,宜香1a×蜀恢527
武侯区人口和计划生育局,职务,党组书记、局长
古代故事画库6,编者,白宇
支付机构跨境电子商务外汇支付业务试点指导意见,第三章,试点业务管理
西游释厄传安卓版,适用固件版本,android2.1以上
ph控制器,防护等级,ip65
赫尔曼·戈林,效忠,德意志帝国（1912年–1918年） 魏玛共和国（1923年–1933年） 纳粹德国（1933年–1945年）
圣家族大教堂,建筑风格,新哥特式
狮子·女巫·魔衣橱,上一部作品,魔法师的外甥
石澳巴士总站,总站名称,石澳巴士总站
西安祥华广告文化传播有限公司,贡献,推动经济的增长
etwotouch19英寸红外屏触摸显示器,输入接口,d-sub15-pin
联想c305-进取型,cpu型号,amdathlon64x26850e
dellpoweredge830,硬盘类型,sata
白石桥南站,站厅形式,整体式站厅/整体式站厅
滨海新区公安局,机构职能,贯彻执行公安工作的法律、法规
工商绩效管理系统,其他服务,绩效考核指标梳理课程培训评估
阿尔新蓝吡啶变体,casrn,23439-83-
醉太平·春情,宫调,正宫
出口货物实施检验检疫绿色通道制度管理规定,局长,李长江
重庆钻石王朝俱乐部,公司规模,51-100人
扬州市城市管理局,建制,正处级
锦江水库,下游流出,锦江（潭江）
娇小女孩的小夜曲,语音,全程语音
僧求诗往平江,诗人,王洋
倭仓鼠,习性,性格最暴躁的一种，需要格外注意
fag23188k.mb+ahx3188g轴承,新型号,23188k.mb+ahx3188g
红心大战,输入方式,鼠标、触控板
上海梅丽亚晶商务酒店世博店,酒店星级,四星级酒店
神头岭伏击战,参战,八路军第129师
北京地铁9号线,闭塞类型,移动闭塞
立春,属性,二十四节气之一
科士达友电yrm1000h,后备时间,半/满载:12/5min分钟
光武帝城,楼盘特色,城市综合体酒店式公寓
荆山寺,重修时间,清代
三八式步枪,研发者,有坂成章、南部麒次郎
松子坡里自然村,收入,种植业
venus吸斑,技术支持,光子技术
安塞尔莫·拉蒙,2009,14
卡尔顿大学,捐赠基金,c$230million[1]
fc-1战斗机,研制国家,中国
抚州市国家税务局直属税务分局,组建于,2001年
柯达数码印刷机,机型,nexpress、prosper、s喷头
利园,落成年份,1997年4月
tclng3516,gps芯片,centralityatlasii[1]
安徽汇泰车轮有限公司,办公面积,3200多平米
摩洛哥,法语,leroyaumedumaroc
风屋坝,完工时间,1961
全球100超自然之谜,市场价,28元
hackol.lmz,系统dll文件,否
金蝶研究院,隶属,金蝶国际软件集团有限公司
情书,监制,李小米
巴黎地下墓场,数据,大约距离地面二十米
花与乙女的祝福,讯息略过,全文/已读
argoxame-3230b,打印宽度,76
桂红蜂鸟,分布范围,分布于中美洲
近代傅抱石松溪观山图轴,馆藏,北京故宫博物院
上海双汇大昌泰森有限公司,投资总额,24000万元
瓦儿岗,景观,穿心岩、雪花洞、槐树洞
2013年中国民营企业制造业500强,第二名,华为投资控股有限公司
渝长客运专线,开工时间,2013年10月
卓鼎人才网,公司地点,中国北京
imperia,外貌,长头、短尾、宽大垂直的冷却格栅
铜陵市科学技术奖励办法,颁布机构,铜陵市人民政府
f-117a隐身攻击机,机高,3.8米
拽女扮男闯校园,总共字数,7985
格莱美奖,首次颁发,1959年
应采儿,圈中好友,林志颖；许瑶璇；；李小冉；刘恺威；李亚鹏；金巧巧等
犬夜叉,影片长度,100分
唐津高速公路,通车时间,2003年1月19日
军心绕指柔,创作背景,磨铁中文网首发
隆安县旅游咨询服务中心,内设部门,办公室等
东尚新地,楼层,15
范思芳雪,研发时间,4年（至2014年）
三界奇缘,运营状态,停止运营
秦时明月,音乐制作,汪文伟、theonestudio（魏小涵、高铭）
洮昌道,设置时间,1914年
雷神电磁炮,命中率,100%
苏联国家足球队,最佳成绩,第四名
穆拉比特王朝,今属于,阿尔及利亚 直布罗陀 毛里塔尼亚 摩洛哥 葡萄牙 西班牙 撒拉威阿拉伯民主共和国
双河水电站,坝顶长度,67.2m
德威航空,机队数量,6
朗山古民居,座数,六座
先烈路,道路属性,城市主干道
诛仙,显卡,tnt2相同档次显卡
毛地花菌,定名人,(pers.:fr.)kotl.&pouz.
独山子石化公司,公司荣誉,全国文明单位全国五一劳动奖状
济南日报,期刊名称,济南日报
日本遣唐使船,构造,一般由三艘海船组成
约翰·斯特劳斯圆舞曲乐团,创建地点,维也纳
烈焰之炬,攻击力,12
麻阳冰糖橙,品质特点,肉质细嫩，风味浓甜，清香爽口
罗杰斯杯,奖金,"$2,648,700"
送彭应期游淮东,首句,昔日淮西今又东
